TSID,peer,parent,self,teacher
2011013022,23.5,22,26,21
2011013031,11,21.5,16,13
2011013041,27,30,29,28
2011013052,22,24,26,25
2011013062,23,25,29,25
2011013071,23,30,28,30
2011013081,10.5,16,28,25
2011013092,22,26,29,24
2011013101,23,23.5,25.5,20
2011016012,31,26,25,23
2011016022,19,31,29,25
2011016031,12,24,24,26
2011016041,31,23,26,24
2011016052,30,21,23,17
2011016062,23,29,31,24
2011016071,31,32,32,17
2011016081,23,22,25,28
2011016092,27,25,24,25
2011016101,21,21,27,16
2011023012,17,29,29,26
2011023022,26,19,24,22
2011023031,18,17.5,25.5,7
2011023041,15,27,26,8
2011023052,12.5,21,29,7
2011023062,28,24,29,27
2011023071,29,19,22,15
2011023081,23,22,23,6
2011023092,15,19,27,6
2011023101,26,20,24.5,13
2011026012,30,25,23,27
2011026022,26,28,29,30
2011026031,20,22,22,21
2011026041,17,22,28,22
2011026052,20,20,23,16
2011026062,19,24,26,26
2011026071,9,24,27,15
2011026081,5,9,15,11
2011026092,20,24,19,18
2011026101,8,17,18,14
2011033012,24,24,24,28
2011033022,28,23.5,22,24
2011033031,13.5,21,21,19
2011033041,27,24,23.5,25
2011033052,30,20,29,27
2011033062,30,24,30,30.5
2011033071,10,27,25,20
2011033081,18.5,12,24,18
2011033092,28,26,25,29
2011033101,27.5,26,25.5,30
2011036012,17,26,25,27
2011036022,14,21,22,17
2011036031,21,22,22,8
2011036041,5,21,22,14
2011036052,26,25,25,29
2011036062,20,21,23,13
2011036071,18,25,27,25
2011036081,22,26,23,21
2011036092,24,27,22,27
2011036101,21,23,24,15
2011043012,6,15,25,3
2011043022,27,26,25,20
2011043031,29,13,17,20
2011043041,12,16,13,13
2011043052,18,19,22,12
2011043062,28,28,28,25
2011043071,22,23,21,22
2011043081,25,24,20,20
2011043092,7,18,27,13
2011043101,28,25,23,16
2011046012,15,21,18,26
2011046022,25,25,25,25
2011046031,24.5,11,9,12
2011046041,26,21,21,30
2011046052,28,21,19,27
2011046062,21,21,27,25
2011046071,23,28,29,29
2011046081,16,31,31,29
2011046092,22,23,21,27
2011046101,16,16,22,16
2011053012,30,27,29,28
2011053022,27,23,27,24
2011053031,7,22,26,24
2011053041,13,21.5,21,19
2011053052,23,22,22,19
2011053062,29,24,22,23
2011053071,20,23.5,24,17
2011053081,18,15,21,22
2011053092,23,19,24,23
2011053101,13,24,21,19
2011056012,23,20,29,27
2011056022,26,21,24,27
2011056031,17,21,21.5,29
2011056041,18,23,25,29
2011056052,20,19,19,20
2011056062,25,19,27,20
2011056071,28,30,25,27
2011056081,16,20,22,16
2011056092,27,23,19,12
2011056101,25,21,24,26
2011063012,28,25,29,14
2011063022,29,28,29,24
2011063031,31,28,22,24
2011063041,30,16,26.5,15
2011063052,30,25,28,20
2011063062,29,25,31,21
2011063071,22,21,27.5,14
2011063081,28.5,22,27.5,20
2011063092,11,14,28,14
2011063101,25,19,27,16
2011066012,23,24,22.5,18
2011066022,19,19,23,13
2011066031,26,14,17,11
2011066041,13,24,25,12
2011066052,21,26,29,22
2011066062,20,27,27,17
2011066071,23,23,20,15
2011066081,9,17,22,12
2011066092,23,17,21,20
2011066101,18,23,31,22
2011073012,19,19,29,28
2011073022,24,15,12,27
2011073031,16,24,26,14
2011073041,29,22,23,27
2011073052,18,16,23,13
2011073062,15,21,20,21
2011073071,22,23,27,18
2011073081,20,20,14,15
2011073092,15,25,22,19
2011073101,23,26,16,21
2011076012,29,28,30,31
2011076022,18,23,24,19
2011076031,19,14,17,16
2011076041,20,24,28,14
2011076052,26,18,20,26
2011076062,28,24,25,20
2011076071,21,19,24,17
2011076081,24,23,23,21
2011076092,20,18,19,18
2011076101,8,18,19,8
2011083012,26,30,29,28
2011083022,27,24,29,19
2011083031,21,28,23,21
2011083041,14,17,18,17
2011083052,23,26,31,25
2011083062,27,19,22.5,18
2011083071,28,25,27,20
2011083081,26,22,26,21
2011083092,28,23,28,22
2011083101,28,21,22,21
2011086012,17,29,30,28
2011086022,28,21,19,20
2011086031,29,27,28,31
2011086041,16,25,31,24
2011086052,26,26,17,28
2011086062,11,16,17,14
2011086071,27,15,13,21
2011086081,7,22,27,12
2011086092,15,23,24,11
2011086101,28,16,23,32
2011093012,26,26,27,24
2011093022,22,25,25,23
2011093031,23,30,29,24
2011093041,15,23,22,25
2011093052,10,26,26,15
2011093062,29,19,21,21
2011093071,13,15,14,13
2011093081,11,21,25,13
2011093092,9,24,30,21
2011093101,20,29,21,20
2011096012,16,20,17,20
2011096022,20,21,24,25
2011096031,16,21,22,18
2011096041,25,23,23,22
2011096052,28,24,22,12
2011096062,25,27,25.5,22
2011096071,23,25,24,22
2011096081,8,13,17,13
2011096092,16,26,21,14
2011096101,11,21,21,12
2011103012,20,30,18,28
2011103022,30,18,23,28.5
2011103031,9,22,22,13
2011103041,7,18,12,12
2011103052,29,24,28,29
2011103062,26,20,29,27
2011103071,10,21,27,20
2011103081,16,18,12,21
2011103092,22,20,26,26
2011103101,19,19,19,22
2011106012,32,28,26,29
2011106022,18,22,19,19
2011106031,8,17,8,6
2011106041,19,20,16,20
2011106052,27,23,31,24
2011106062,28,21,15,19
2011106071,22,25,21,26
2011106081,28,25,25,28
2011106092,18,10,17,12
2011106101,18,18,23,19
2011113012,17,22,26,21.5
2011113022,26,20,24,23
2011113031,29,23,24,23
2011113041,28,27,27,22
2011113052,14,22,25,20
2011113062,18,22,28,13
2011113071,23,25,28,12
2011113081,24,24,28,19
2011113092,31,22,30,23
2011113101,11.5,22,27,11
2011116012,21,31,27.5,26
2011116022,19.5,26,27,31
2011116031,28,28,20,30
2011116041,17,22,20,18
2011116052,23,22,29,17
2011116062,22,24,24,15
2011116071,25,22,28,19
2011116081,15,20,24,17
2011116092,21,15,15,16.5
2011116101,22,26,21,14
2011123012,26,22,23,24
2011123022,23,22,18,23
2011123031,26,23,25,28
2011123041,16,24,25,17
2011123052,27,19,18,20
2011123062,28,21,27,18
2011123071,25,20,22,20
2011123081,30,20,27,28
2011123092,26,27,27,26
2011123101,17,18,28,21
2011126012,10,13,19,15
2011126022,27,30,25,21
2011126031,24,28,25,26
2011126041,22,25,22,20
2011126052,26,26,21,27
2011126062,27,27,26,22
2011126071,15,25,24,24
2011126081,28,25,22,20
2011126092,24,22,28,23
2011126101,15,18,20,13
2011133012,29,29,28,30
2011133022,27,31,29,31
2011133031,19,12,11,22
2011133041,26,14,14,25
2011133052,13,13,15,12
2011133062,28,24,17,19
2011133071,17,20,20,9
2011133081,11,22,21,18
2011133092,20,14,19,7
2011133101,28,27,20,20
2011136012,28,25,22,17
2011136022,22,23,26,19
2011136031,13,21,28,16
2011136041,31,28,26,23
2011136052,30,27,26,14
2011136062,25,16,12,12
2011136071,16,15,19,14
2011136081,28,18,21,19
2011136092,28,27,29,23
2011136101,24,23,21,21
2011143012,15.5,28,26,30
2011143022,11,17,14,14
2011143031,23,21,22,30
2011143041,21,19,24,13
2011143052,10,19,25,24
2011143062,10,22,24,29
2011143071,27,27,29,28
2011143081,15,24,14,22
2011143092,12,28,24,25
2011143101,5,21,21,27
2011146012,26,25,22,30
2011146022,28,23.5,21,21
2011146031,18,19,27,25
2011146041,25,28,25,25
2011146052,7,24,24,22
2011146062,13,30,30,19
2011146071,15,24.5,27,18
2011146081,4,17,17,10
2011146092,16,24,26,13
2011146101,20,21,24,29
2011153012,24,25,30,23
2011153022,25,27,30,29
2011153031,9,12,23,22
2011153041,22,21,27,27
2011153052,22,16,26,29
2011153062,24,20,26,15
2011153071,18,24,26,23
2011153081,26,18.5,26,24
2011153092,31,29,27,30
2011153101,24,19.5,30,25
2011156012,14,14,13.5,23
2011156022,16.5,16,21,21
2011156031,31,24,30,19
2011156041,4,11,29.5,13
2011156052,30,24,24,22
2011156062,14,22,24,26
2011156071,8,21,24,19
2011156081,22,16,19.5,18
2011156092,20,29,30,25
2011156101,11,21.5,31,12
2011163012,21,26,27,27
2011163022,24,17,25,22
2011163031,9,21,22,23
2011163041,9,30,28,22
2011163052,22,25,19,20
2011163062,18,25.5,25,23
2011163071,13,23,26,23
2011163081,20,23,20,25
2011163092,12,18,23,13
2011163101,25,21,22,21
2011166012,17,12,11,11
2011166022,6,14,17,9
2011166031,16,15,28,15
2011166041,22,21,31,20
2011166052,15,27,26,20
2011166062,21,20,20,20
2011166071,26,25,25,24
2011166081,28,20,21,20
2011166092,20,27,30,22
2011166101,27,21,23,23
2011173012,10,21,23,17
2011173022,25,24,26,9
2011173031,15,15,27,12
2011173041,14,26,21,20
2011173052,21,22,25,18
2011173062,30,24,26,20
2011173071,27,17,24,14
2011173081,30,18,28,23
2011173092,19,17,29,13.5
2011173101,16,25,27,19
2011176012,28,27,26,26
2011176022,23,22,23,19
2011176031,26,22,30,15
2011176041,9,24,23,22
2011176052,29,22,30,24
2011176062,30,21,27,19
2011176071,17,20,24,22
2011176081,21,22,25,15
2011176092,22,15,17,19
2011176101,22,22,25,24
2011183012,6,20.5,24,12
2011183022,9.5,17.5,16,20
2011183031,18,22,27,15
2011183041,28,24,27,25
2011183052,28,25,27,13
2011183062,23,27,27,24
2011183071,11,18,24.5,18
2011183081,28,23,27,24
2011183092,16,23,27,4
2011183101,19,19,27.5,17
2011186012,24,24,26,27
2011186022,26,22,23,27
2011186031,32,29,27,24
2011186041,25,27,26,29
2011186052,26,29,27,15
2011186062,28,28,27,26
2011186071,23,14,24,11
2011186081,9,28,28,11
2011186092,13,21,20,26
2011186101,26,27,27,23
2011203012,25,23,30,23
2011203022,23,21,31,23
2011203031,31,24,28.5,13
2011203041,12,23,22,17
2011203052,28,11,24,21
2011203062,25,22,31,13
2011203071,21.5,21,31,9
2011203081,14,30,29.5,11
2011203092,30,23,31,26
2011203101,13,21,27.5,13
2011206012,20,16,22,24
2011206022,16,17,18,14
2011206031,20,21,27,10
2011206041,22,12,21,16
2011206052,21,23,23,22
2011206062,17,21,24,15
2011206071,18,20,28,11
2011206081,29,23,25,8
2011206092,19,26,26,19
2011206101,19,25,24,18
2011263012,17.5,22,22.5,20
2011263022,15.5,27,27,21
2011263031,7,22,19,20
2011263041,22,15,15,25
2011263052,29,27,23,23
2011263062,8,18,21,13
2011263071,17,25,23,27
2011263081,17,23,24,28
2011263092,12,17,28,18.5
2011263101,21,12,26,16
2011266012,25,26,27,28
2011266022,20,26,26,23
2011266031,17,25,19,18
2011266041,29,17,16,18
2011266052,29,13,22,26
2011266062,21,30,27,20
2011266071,26,27,28,22
2011266081,15,16,17,20
2011266092,21,24,24,29
2011266101,15,22,24,16
2011273012,4.5,12,15,13
2011273022,23,26.5,12.5,19
2011273031,10.5,28,28,19
2011273041,17,23,24,16
2011273052,17,16,22,12
2011273062,20,31,7.5,25
2011273071,28.5,24,29,27
2011273081,27.5,27,24,28
2011273092,29,28,20,23
2011273101,17,19,24,17
2011276012,5,28,26,23
2011276022,26,19,21,24
2011276031,16,20,27,17
2011276041,27,16,24,16
2011276052,22,16,27,15
2011276062,10,21,24,25
2011276071,25,19,19,22
2011276081,21,21,18,24
2011276092,20,27,27,26
2011276101,20,19,15,18
2011283012,22,20,28,22
2011283022,26,18.5,30,19
2011283031,23.5,23,29,28
2011283041,28,25,27,22
2011283052,20,25,30,25
2011283062,28,23,27,26
2011283071,27,20,30,25
2011283081,29.5,23,30.5,23
2011283092,29,22,26,22
2011283101,19,21,20,24
2011286012,18,26,28,23
2011286022,28,26,23,23
2011286031,30,29,27,26
2011286041,25,26,29,29
2011286052,15,22.5,17,18
2011286062,20,19,24,23
2011286071,17,16,14,14
2011286081,18,21,21,18
2011286092,19,24,25,27
2011286101,21,27,27,26
2011293012,6,22,28,26
2011293022,26,24,27,28
2011293031,27,20,19,26
2011293041,21,23,27,28
2011293052,26,27,20,19
2011293062,24,20,25,24
2011293071,24,27,19,29
2011293081,19,18,16,23
2011293092,28,16,21,25
2011293101,19,21,25,22
2011296012,22.5,7.5,29,19
2011296022,25,23,29,25
2011296031,4,17,19,19
2011296041,29.5,23,25,30
2011296052,25,15,23,7
2011296062,28,16,20,20
2011296071,15,15,21,11
2011296081,8,21,20,14
2011296092,27,22,27,26
2011296101,17,19,25,14
2011303012,17,22.5,25.5,10
2011303022,23,21,30,12
2011303031,14,9,16,16
2011303041,14,17,16,14
2011303052,24,22,31,21
2011303062,31,31,22.5,11
2011303071,14,24,28.5,13
2011303081,20,20,30,16
2011303092,30,11,29,30
2011303101,25.5,20,31,22
2011306012,21,17,19,26
2011306022,26,32,30,28
2011306031,23,21,21,27
2011306041,20,23,27,26
2011306052,24,26,26,23
2011306062,26,29,27,22
2011306071,19,16,24,27
2011306081,27,21,20,11
2011306092,14,15,20,16
2011306101,26,23,24,22
2011363012,28,28,28,30
2011363022,26,21,23,19
2011363031,31,26,28,26
2011363041,17,19,18,21
2011363052,16,18,23,18
2011363062,22,22,26,23
2011363071,22,23,28,20
2011363081,21.5,17,13,16
2011363092,29,30,31,30
2011363101,11,18,27,11
2011366012,19,24,24,17.5
2011366022,24,23,23,22
2011366031,13,19,19,12
2011366041,13,17,17,14
2011366052,23,20,21,27
2011366062,17,24,23,21
2011366071,18,24,24,25
2011366081,23,22,24,18
2011366092,23,21,23,22
2011366101,27,21,20,27
2011373012,26,19,27,17
2011373022,29,25,30,20
2011373031,25,27,27,26
2011373041,20,22,27,25
2011373052,29,21,21,23
2011373062,26,22,26,15
2011373071,27,14,19,18
2011373081,19,21,25,18
2011373092,29,21,28,20
2011373101,22,9,23,23
2011376012,23,22,18,17
2011376022,26,18,22,20
2011376031,25,29,28,28
2011376041,28,19,20,18
2011376052,21,20,20,19
2011376062,22,20,24,19
2011376071,28,25,28,24
2011376081,19,18,23,18
2011376092,20,19,20,20
2011376101,9,14,24,7
2011383012,20,17,30,14
2011383022,30,20,26,21
2011383031,28,18,31,18
2011383041,21,26,27,9
2011383052,15,20,23,14
2011383062,20,28,25,8
2011383071,8,14,28,13
2011383081,31,24,29,29
2011383092,30,29,22,23
2011383101,24,26,23,23
2011386012,23,23,21,9
2011386022,24,26,28,25
2011386031,20,17,22,8
2011386041,30,27,26,25
2011386052,14,22,25,21
2011386062,20,10,19,25
2011386071,29,27,25,31
2011386081,26,23,26,19
2011386092,29,20,20,15
2011386101,21,16,18,14
2011393012,28,24,28,18
2011393022,27,22,17.5,11
2011393031,28,21,26,20
2011393041,24,23,25,19
2011393052,21,20,20,19
2011393062,15,24.5,26.5,18
2011393071,18,16,30,19
2011393081,18,29,29,19
2011393092,25,26,26,21
2011393101,27,22,27,17
2011396012,25,22,25,22
2011396022,18,14,19,25
2011396031,21,19,24,24
2011396041,18,25,18,23
2011396052,27,28,23,28
2011396062,21,21,22,29
2011396071,17,20,19,12
2011396081,22,18,20,24
2011396092,10,15,21,26
2011396101,22,23,19,24
2011403012,18,26,31,18
2011403022,13,19,18,6
2011403031,16,23,27,15
2011403041,12,22,26,21
2011403052,14.5,20,19,18
2011403062,26,27,23,17
2011403071,12,20,24,16
2011403081,20,24,25,21
2011403092,24,24,22,25
2011403101,27,28,24,24
2011406012,31,17,21,19
2011406022,30,24,21,27
2011406031,18,22,19,28
2011406041,24,24,26,24
2011406052,9,12,19,15
2011406062,23,27,29,27
2011406071,27,22,26,23
2011406081,14,21,21,17
2011406092,25,26,28,25
2011406101,18,6,19,15
2011463012,30,27,28,26
2011463022,26,29,29,23
2011463031,23,18,27,17
2011463041,19,21,30,11
2011463052,28,25,29,29
2011463062,31,22,25,22
2011463071,22,28,18,13
2011463081,25,10,21,14
2011463092,29,24,27,21
2011463101,21.5,29,31,22
2011466012,21,24,22,21
2011466022,19,19,30,20
2011466031,24,18,20.5,18
2011466041,28,23,25,24
2011466052,28,19,30,18
2011466062,27,24,27,22
2011466071,27,29,23.5,17
2011466081,24.5,21,20,24
2011466092,19,27,29,16
2011466101,15,23,20,18.5
2011473012,30,23,29,16
2011473022,28,27,28.5,16
2011473031,15,21,25,11
2011473041,17.5,22,28,20
2011473052,19,28,28,18
2011473062,26,28,30,26
2011473071,8,19,24,7.5
2011473081,17,20,26,12
2011473092,24,18.5,29,20
2011473101,17,18,29,14
2011476012,27,24,28,21
2011476022,23,8,14,11
2011476031,26,29,21,19
2011476041,21,17,22,18
2011476052,28,28,29,21
2011476062,16,22,22,17
2011476071,19,22,19,13
2011476081,13,23,23,30
2011476092,18,22,22,21
2011476101,27,23,19,21
2011483012,23,20,19,18.5
2011483022,22,21,18,19.5
2011483031,18,19,20,27
2011483041,21.5,13,28,17.5
2011483052,19,14.5,17,18
2011483062,15,17,24,17.5
2011483071,29,17,16.5,17
2011483081,23,19,17,17
2011483092,24,24,24,22
2011483101,17,11,20.5,9
2011486012,11,21,20,14
2011486022,28,21,26,28
2011486031,19,31,31,24
2011486041,31,27,27,30
2011486052,22,22,26,24
2011486062,22,24,25,28
2011486071,20,22,24,28
2011486081,28,21,22,21
2011486092,24,15,20,17
2011486101,18,23,23,21
2011493012,21,16,27.5,24
2011493022,16,20,26,22
2011493031,21,10,24,21
2011493041,26,19,22,26
2011493052,23,18,24,24
2011493062,26,27,27,29
2011493071,24,23,27.5,23
2011493081,19,22,23,31
2011493092,26,21,20,26
2011493101,20,21,23,26
2011496012,15,24,27,27.5
2011496022,27,19,25,20
2011496031,18,14,18,14
2011496041,16,15.5,24,13
2011496052,25,16,24,12.5
2011496062,26,21.5,18.5,20
2011496071,29,21,24.5,11
2011496081,17,23,20,9
2011496092,21,28,28,24
2011496101,22,20,24,13.5
2011503012,28,27,25,26
2011503022,24.5,24,30,28
2011503031,22,26,29,21
2011503041,21,28,25,24
2011503052,28,27,30,24
2011503062,18,21,24,23
2011503071,11,10,15,16
2011503081,7,17,26,7
2011503092,18,23,26,23
2011503101,12,19,22,16
2011506012,24,23,29,29
2011506022,13,17,26,18
2011506031,31,28,28,26
2011506041,5,22,18,8
2011506052,27,23,27,26
2011506062,18,30,25,16
2011506071,9,10,29,9
2011506081,30,24,28,29
2011506092,22,19,19,21
2011506101,29,19,21,28
2021193012,19,30,29,22
2021193022,27,24,29,27
2021193031,25,22,29,24
2021193041,26,24,29,28
2021193052,27.5,30,29,26
2021193062,11,22,26,19
2021193071,21,28,25,28
2021193081,27,20,24,21
2021193092,25,23,30,25
2021193101,14,16,18,15
2021196012,29,26,27,27
2021196022,26,24,23,25
2021196031,24,25,26,26
2021196041,20,23,26,27
2021196052,18,12,17,18
2021196062,14,25,23,25
2021196071,23,26,24.5,24
2021196081,17,17,18,17
2021196092,13,17,22,18
2021196101,23,28,29,24
2032313012,28,22,29,27
2032313022,32,29,28,21
2032313031,15,17,26,22
2032313041,25,18,29,29
2032313052,32,21,32,24
2032313062,30,28,31,21
2032313071,17,24,26,15
2032313081,12,19,28,8
2032313092,21,27,25,14
2032313101,11,19,29,8
2032316012,16,17,19,14
2032316022,23,20,20,28
2032316031,13,17,24,26
2032316041,29,28,25,29
2032316052,26,26,27,27
2032316062,30,27,26,27
2032316071,25,26,23,29
2032316081,23,22,21,24
2032316092,14,22,23,20
2032316101,20,29,28,20
2032323012,20,19,17,19
2032323022,26,29,21,27
2032323031,21,28,27,24
2032323041,18,17,24,27
2032323052,26,21,18,20
2032323062,29,29,25,28
2032323071,18,19,23,28
2032323081,26,23,25,25
2032323092,26,27,31,28
2032323101,22,29,19,30
2032326012,23,27,25,27
2032326022,30,29,29,17.5
2032326031,3,28,29,28
2032326041,17,27,26,26
2032326052,24,23,24,19
2032326062,23,26,27,30
2032326071,7,28.5,31,27
2032326081,24,22,18,10
2032326092,24,24,22,25
2032326101,22,29,25,25
2032333012,29,23,29,17
2032333022,23,17,30,24
2032333031,22,22,30,22
2032333041,28,31,31,29
2032333052,24,22,28,23
2032333062,27,26,29,18
2032333071,7,21,26,14
2032333081,6,22,24,15
2032333092,25,31,30,19
2032333101,11,18,28,14
2032336012,15,19,21,16
2032336022,13,22,21,15
2032336031,25,21,27,21
2032336041,23,22,20,21
2032336052,29,27,30,16
2032336062,26,27,27,16
2032336071,27,19,24,31
2032336081,28,29,27,28
2032336092,21,19,16,11
2032336101,20,26,24,24
2032343012,25,27,20,26
2032343022,23,24,27,20
2032343031,17,15,22,19
2032343041,28,25,22,25
2032343052,27,26,23,28
2032343062,25,17,24,18
2032343071,10,29,26,18
2032343081,10,19,25,28
2032343092,28,29,18,20
2032343101,28,27,29,30
2032346012,25,18,25,21
2032346022,25,18,29,16
2032346031,24,19,20,15
2032346041,23,27,27,12
2032346052,19,31,32,20
2032346062,31,15,27,23
2032346071,24,28,31,19
2032346081,31,27,30,28
2032346092,24,32,29,30
2032346101,29,16,23,12
2032353012,27,28,29,22
2032353022,27,30,26,14
2032353031,20,27,31,18
2032353041,31,23,29,28
2032353052,19,26,29,14
2032353062,28,26,26,24
2032353071,27,24,22,25
2032353081,13,28,21,14
2032353092,25,23,30,18
2032353101,23,29,28,29
2032356012,21,29,22,10
2032356022,20,26,26,25
2032356031,20,25,29,27
2032356041,25,25,25,28
2032356052,29,26,25,31
2032356062,21,20,19,5
2032356071,22,23,23,28
2032356081,29,28,29,29
2032356092,28,29,30,27
2032356101,27,25,28,25
2042413012,29,28,29,23
2042413022,27,20,28,28
2042413031,29,29,28,29.5
2042413041,28,29,25,26
2042413052,30,22,25,23
2042413062,25,22.5,21.5,26.5
2042413071,28,28,26,17.5
2042413081,29,25,30,24
2042413092,20,25,26,24.5
2042413101,29,26,25,26
2042416012,27,26,25,17
2042416022,26,25,24,20
2042416031,29,28,28,18
2042416041,27,29,30,20
2042416052,24,23,22,20
2042416062,10,9.5,25,15
2042416071,30,17,22,16
2042416081,24,28,22,16
2042416092,26,26,26,22
2042416101,22,25,26,21
2042423012,23,28,29,28
2042423022,29,30,27,27
2042423031,28,29,29,30
2042423041,26,27,31,23
2042423052,31,24,24,27
2042423062,24,29,24,30
2042423071,11,29,25,28
2042423081,27,20,27,27
2042423092,27,30,28,30
2042423101,27,32,30,30
2042426012,29,19,31,17
2042426022,31,30,31,15
2042426031,31,24,28,16
2042426041,30,28,30,13
2042426052,31,18,31,22
2042426062,31,25,31,21
2042426071,28,27,29,22
2042426081,31,31,31,20
2042426092,30,31,31,20
2042426101,31,31,29,16
2042433012,23,29,30,21
2042433022,21,24,24,26
2042433031,26,25,16.5,18
2042433041,26,29,26,25
2042433052,31,19,29,20
2042433062,12,25,30,16
2042433071,20,15,25,20
2042433081,25,22,28,27
2042433092,26,31,23,13
2042433101,29,16,27,18
2042436012,31,25,27,26
2042436022,31,26,25,20
2042436031,30,29,29,26
2042436041,31,26,30,30
2042436052,31,27,27,29
2042436062,28,31,31,31
2042436071,32,24,32,24
2042436081,30,31,30,28
2042436092,26,30,31,20
2042436101,31,30,30,26
2042443012,24,20,24,26
2042443022,25,21,24,21
2042443031,25,30,27,25
2042443041,31,29,29,28
2042443052,21,26,27,20
2042443062,25,23,24,26
2042443071,28,27,29,27
2042443081,27,23,22,25
2042443092,20,26,29,19
2042443101,25,23,29,26
2042446012,24,23,24,10
2042446022,23,24,31,22
2042446031,28,24,24,27
2042446041,19,26,21,23
2042446052,30,30,29,26
2042446062,30,27,31,26
2042446071,28,24,24,24
2042446081,25,28,26,17
2042446092,31,24,24,27
2042446101,29,26,28,21
2042453012,29,25,25,28
2042453022,24,24,28,27
2042453031,28,21,28,29
2042453041,23,18,27,29
2042453052,23,22,25,29
2042453062,22,19,19,27
2042453071,16,22,23,27
2042453081,28,29,29,28
2042453092,21,26,26,27
2042453101,24,23,26,30
2042456012,19,27,28,25
2042456022,26,22,27,23
2042456031,23,22,23,27
2042456041,28,24,26,22
2042456052,29,25,24,31
2042456062,29,20,24,30
2042456071,30,27,30,27
2042456081,25,29,26,22
2042456092,29,26,29,29
2042456101,27,25,24,28
2052213012,15,22,22,21
2052213022,25,29,30,30
2052213031,8,19,18,19
2052213041,21,28,29,25
2052213052,21,11,27,24
2052213062,30,24,27,29
2052213071,15,17,16,21
2052213081,15,24,25,27
2052213092,28,14,28,25
2052213101,23,25,19,23
2052216012,25,26,21,27
2052216022,28,26,25,28
2052216031,27,26,29,29
2052216041,26,25,20,28
2052216052,22,24,27,26
2052216062,30,22,19,24
2052216071,20,26,24,24
2052216081,27,25,21,21
2052216092,17,29,28,25
2052216101,17,16,13,24
2052223012,24,30,28,27
2052223022,26,28,19,30
2052223031,7,29,15,17
2052223041,16,27,23,15
2052223052,21,24,23,24
2052223062,18,27,20,28
2052223071,15,9,15,11
2052223081,9,24,23,8
2052223092,14,27,25,25
2052223101,27,22,21,21
2052226012,26,26,27,31
2052226022,24,25,28,29
2052226031,30,31,22,31
2052226041,22,25,26,28
2052226052,12,21,25,28
2052226062,27,28,30,25
2052226071,18,24,30,27
2052226081,11.5,28,26,29
2052226092,28,25,29,30
2052226101,15,24,29,23
2052233012,21,20,20,27
2052233022,27,25,29,25
2052233031,16,25,20,19
2052233041,10,24,23,12
2052233052,26,25,27,30
2052233062,20,21,27,26
2052233071,23,16,19,15
2052233081,25,27,23,28
2052233092,26,27,28,16
2052233101,22,25,28,29
2052236012,17,31,30,17
2052236022,16,23,19,10
2052236031,28,28,29,28
2052236041,12,9,18,15
2052236052,21,22,20,20
2052236062,19,19,27,20
2052236071,15,17,29,20
2052236081,31,28,26,26
2052236092,15,23,22,15
2052236101,29,28,26,20
2052243012,30,28,24,23
2052243022,15,26,25,18
2052243031,19,27,26,13
2052243041,15,16,26,17
2052243052,30,31,30,24
2052243062,24,21,22,28
2052243071,26,26,21,9
2052243081,10,15,20,14
2052243092,26,32,28,24
2052243101,19,27,29,26
2052246012,24,19,22,22
2052246022,21,23,28,21
2052246031,21,23,20,11
2052246041,28,23,28,17
2052246052,19,17,20,15
2052246062,23,28,19,9
2052246071,24,24,27,18
2052246081,27,25,25,17
2052246092,20,23,18,10
2052246101,15,27,21,7
2052253012,16,27,22,30
2052253022,29,23,30,31
2052253031,28,29,21,31
2052253041,15,18,27,25
2052253052,28,24,22,25
2052253062,26,29,25,28
2052253071,16,21,17,23
2052253081,12,30,28,29
2052253092,26,25,23,28
2052253101,14,25,18,18
2052256012,32,31,31,29
2052256022,26,13,19,27
2052256031,29,27,28,25
2052256041,21,30,29,30
2052256052,25,17,23,31
