TSID,peer,parent,self,teacher
2052256062,22,25,25,26
2052256071,30,22,22,31
2052256081,28,31,27,30
2052256092,8,31,32,28
2052256101,30,31,30,29
3011013012,24,25,29,25
3011013022,20,27,26,12
3011013031,22,27,26,22
3011013041,15,15,14,16
3011013052,9,18,17,27
3011013062,14,14,23,29
3011013071,16,15,28,15
3011013081,20,15,19,9
3011013092,22,18,23,13
3011013101,12,17,15,14
3011016012,14,21,23,11
3011016022,20,19,19,19
3011016031,21,16,22,21
3011016041,14,22,21,19
3011016052,19,15,21,18
3011016062,23,20,18,28
3011016071,15,22,30,21
3011016081,24,15,22,25
3011016092,25,18,19,27
3011016101,17,22,16,18
3011023012,22,22,27,15
3011023022,30,26,20,27
3011023031,25,30,29,17
3011023041,25,31,27,26
3011023052,22,21,18,13
3011023062,17,14,17,11
3011023071,30,16,28,17
3011023081,20,29,28,14
3011023092,24,16,17,23
3011023101,20,23,27,23
3011026012,13,26,24,11
3011026022,20,13,11,23
3011026031,22,25,26,25
3011026041,24,25,24,23
3011026052,18,25,24,21
3011026062,20,23,24,11
3011026071,15,26,26,21
3011026081,16,17,16,23
3011026092,17,20,22,22
3011026101,25,12,20,20
3011063012,24,18,19,20
3011063022,24,18,17,13
3011063031,24,12,19,26
3011063041,19,12,16,19
3011063052,20,18,21,29
3011063062,23,13,17,22
3011063071,18,31,21,26
3011063081,21,28,23,18
3011063092,22,22,21,14
3011063101,23,24,15,29
3011066012,18,30,30,21
3011066022,21,30,26,18
3011066031,14,19,19,23
3011066041,22,31,30,19
3011066052,10,24,20,16
3011066062,28,24,23,23
3011066071,12,25,26,17
3011066081,24,16,19,24
3011066092,12,18,22,16
3011066101,28,20,22,14
3011193012,16,21,20,31
3011193022,21,22,21,26
3011193031,19,25,25,15
3011193041,24,23,23,25
3011193052,22,21,25,15
3011193062,25,24,25,16
3011193071,25,22,21,21
3011193081,29,25,26,10
3011193092,23,26,25,23
3011193101,26,22,21,16
3011196012,20,21,22,29
3011196022,17,19,23,26
3011196031,13,24,26,29
3011196041,18,18,21,27
3011196052,20,22,18,27
3011196062,26,22,11,23
3011196071,25,22,17,21
3011196081,32,17,23,21
3011196092,23,17,20,23
3011196101,24,25,21,24
3011283012,16,21,12,17
3011283022,25,26,20,28
3011283031,5,11,25,8
3011283041,10,20,9,12
3011283052,29,11,8,28
3011283062,18,14,4,11
3011283071,13,14,18,12
3011283081,4,14,14,16
3011283092,30,22,20,29
3011283101,26,19,24,31
3011286012,16,31,29,25
3011286022,26,16,19,24.5
3011286031,13,15,20,15
3011286041,5,18,15,15
3011286052,14,24,22,19
3011286062,13,20,23,12
3011286071,18,15,14,14
3011286081,22,20,22,29
3011286092,27,25,24,27
3011286101,23,22,23,21
3012293012,25,18,27,18
3012293022,23,20,24,22
3012293031,27,20,26,23
3012293041,11,21,17,20
3012293052,15,11,10,22
3012293062,14,26,20,21
3012293071,16,19,14,17
3012293081,25,24,26,18
3012293092,25,19,13,22
3012293101,18,20,19,21
3012296012,24,29,25,27
3012296022,24,28,20,21
3012296031,22,12,15,15
3012296041,22,23,19,25
3012296052,24,31,30,24
3012296062,29,28,25,21
3012296071,19,18,23,24
3012296081,28,16,16,23
3012296092,16,20,19,23
3012296101,28,20,22,22
3012443012,19,12,26,21
3012443022,21,25,19,19
3012443031,22,28,26,24
3012443041,23,19,14,20
3012443052,24,26,21,25
3012443062,18,16,25,30
3012443071,22,26,25,15
3012443081,21,28,25,29
3012443092,26,21,24,18
3012443101,27,22,27,25
3012446012,12,16,19,25
3012446022,13,26,24,27
3012446031,24,25,25,26
3012446041,28,29,17,26
3012446052,19,24,23,21
3012446062,25,25,29,26
3012446071,25,21,30,27
3012446081,16,16,25,24
3012446092,26,25,28,27
3012446101,16,28,24,22
3012453012,23,27,26,17
3012453022,29,20,27,21
3012453031,28,16,28,14
3012453041,26,26,25,21
3012453052,22,27,22,14
3012453062,19,25,26,9
3012453071,12,19,20,11
3012453081,24,13,18,9
3012453092,23,21,18,26
3012453101,23,24,19,23
3012456012,23,29,20,19
3012456022,18,21,19,25
3012456031,20,23,20,28
3012456041,25,21,15,28
3012456052,18,26,27,24
3012456062,27,21,23,24
3012456071,12,28,29,22
3012456081,19,22,23,22
3012456092,17,18,17,24
3012456101,18,17,14,17
3021303012,10,29,23,26
3021303022,21,25,22,15
3021303031,24,25,25,22
3021303041,21,24,20,17
3021303052,12,26,16,27
3021303062,23,15,16,12
3021303071,30,18,26,14
3021303081,24,20,26,14
3021303092,26,25,26,16
3021303101,16,17,13,13
3021306012,28,6,12,17
3021306022,22,20,29,26
3021306031,24,8,28,15
3021306041,27,25,18,26
3021306052,29,21,15,25
3021306062,29,21,23,28
3021306071,22,25,21,26
3021306081,13,16,22,22
3021306092,14,29,19,28
3021306101,7,27,20,28
3021313012,21,24,20,25
3021313022,15,24,10,27
3021313031,23,27,20,24
3021313041,12,19,19,19
3021313052,22,21,15,15
3021313062,18,23,21,31
3021313071,14,19,20,12
3021313081,25,26,28,26
3021313092,15,18,17,19
3021313101,27,26,16,14
3021316012,21,17,16,25
3021316022,28,17,26,27
3021316031,17,17,18,19
3021316041,15,20,22,12
3021316052,24,19,25,22
3021316062,20,28,26,22
3021316071,16,23,24,5
3021316081,16,16,22,27
3021316092,25,22,24,30
3021316101,28,30,26,27
3021393012,15,22,15,24
3021393022,26,17,26,15
3021393031,7,21,10,14
3021393041,24,25,21,16
3021393052,21,28,29,23
3021393062,25,23,25,23
3021393071,22,24,25,26
3021393081,9,18,21,15
3021393092,26,24,24,18
3021393101,18,26,21,18
3021396012,9,18,23,19
3021396022,25,22,22,17
3021396031,15,20,20,15
3021396041,25,25,28,26
3021396052,24,26,26,21
3021396062,20,25,23,17
3021396071,14,28,31,16
3021396081,13,22,24,17
3021396092,21,23,26,15
3021396101,29,24,23,19
3031133012,3,26,24,23
3031133022,24,25,25,25
3031133031,29,25,27,26
3031133041,13,26,24,26
3031133052,17,17,14,18
3031133062,8,15,28,15
3031133071,21,22,13,13
3031133081,21,15,15,14
3031133092,14,20,29,24
3031133101,20,25,22,26
3031136012,18,23,25,22
3031136022,23,17,15,23
3031136031,22,25,26,15
3031136041,27,21,25,11
3031136052,26,24,24,22
3031136062,15,19,22,6
3031136071,23,23,27,15
3031136081,24,15,23,18
3031136092,16,15,19,17
3031136101,24,19,23,29
3031243012,25,14,22,20
3031243022,24,12,25,13
3031243031,13,12,24,16
3031243041,22,29,28,25
3031243052,29,18,18,24
3031243062,28,20,30,26
3031243071,5,18,20,12
3031243081,16,24,29,23
3031243092,23,16,23,19
3031243101,16,19,27,15
3031246012,23,16,25,18
3031246022,23,26,20,22
3031246031,28,19,28,25
3031246041,21,19,26,21
3031246052,18,14,17,22
3031246062,14,17,17,19
3031246071,25,23,29,20
3031246081,17,6,23,14
3031246092,12,22,26,23
3031246101,20,29,21,26
3031353012,15,23,30,25
3031353022,16,21,22,24
3031353031,23,25,24,27
3031353041,24,6,30,26
3031353052,21,24,10,25
3031353062,24,23,26,21
3031353071,28,21,27,23
3031353081,25,22,21,26
3031353092,29,25,24,26
3031353101,27,17,31,28
3031356012,16,26,27,27
3031356022,14,20,22,19
3031356031,23,21,18,23
3031356041,18,16,22,14
3031356052,20,23,21,24
3031356062,26,23,26,26
3031356071,17,17,23,16
3031356081,27,19,18,19
3031356092,21,14,27,20
3031356101,24,28,23,27
3041143012,31,19,31,28
3041143022,17,21,19,28
3041143031,17,19,19,15
3041143041,18,24,14,14
3041143052,22,26,11,18
3041143062,21,17,27,27
3041143071,21,18,20,29
3041143081,12,28,21,25
3041143092,18,20,15,24
3041143101,14,15,28,26
3041146012,23,17,15,14
3041146022,27,27,29,27
3041146031,14,28,27,24
3041146041,22,24,18,15
3041146052,18,16,11,24
3041146062,25,22,18,26
3041146071,19,16,24,18
3041146081,26,28,23,23
3041146092,15,19,27,30
3041146101,26,17,28,21
3041253012,20,24,23,29
3041253022,30,25,23,23
3041253031,23,26,22,25
3041253041,23,23,23,20
3041253052,20,27,19,24
3041253062,18,19,23,23
3041253071,26,26,22,21
3041253081,15,23,15,17
3041253092,26,24,11,25
3041253101,25,26,24,29
3041256012,23,17,22,23
3041256022,23,25,23,23
3041256031,27,23,22,27
3041256041,10,19,19,7
3041256052,21,25,23,25
3041256062,22,27,25,17
3041256071,16,22,24,29
3041256081,23,20,24,25
3041256092,30,24,28,17
3041256101,27,21,31,25
3042363012,23,26,30,21
3042363022,16,23,27,17
3042363031,23,12,28,19
3042363041,19,22,18,21
3042363052,23,26,29,28
3042363062,21,20,24,17
3042363071,21,15,16,14
3042363081,30,26,30,24
3042363092,26,24,26,27
3042363101,31,23,25,16
3042366012,23,15,28,12
3042366022,24,27,26,10
3042366031,27,21,25,5
3042366041,26,7,21,5
3042366052,26,14,28,11
3042366062,19,18,22,5
3042366071,16,24,26,9
3042366081,25,14,26,10
3042366092,23,26,28,9
3042366101,22,17,24,16
3051083012,14,17,23,18
3051083022,28,26,27,23
3051083031,26,24,23,12
3051083041,8,20,19,17
3051083052,22,21,25,18
3051083062,12,11,19,11
3051083071,8,22,29,14
3051083081,30,19,23,11
3051083092,19,17,24,13
3051083101,18,17,14,22
3051086012,25,27,32,23
3051086022,29,24,26,25
3051086031,29,31,29,18
3051086041,24,22,23,21
3051086052,20,14,32,27
3051086062,27,23,29,26
3051086071,29,24,30,26
3051086081,28,20,23,28
3051086092,29,22,23,26
3051086101,21,27,28,20
3051333012,10,20,19,21
3051333022,23,17,27,22
3051333031,24,19,23,18
3051333041,24,20,28,14
3051333052,23,22,22,20
3051333062,25,22,28,26
3051333071,7,24,24,20
3051333081,26,20,20,29
3051333092,28,20,18,26
3051333101,18,23,22,9
3051336012,22,25,28,20
3051336022,17,20,26,22
3051336031,22,21,20,21
3051336041,16,18,19,19
3051336052,19,28,27,24
3051336062,28,28,26,18
3051336071,20,24,12,20
3051336081,17,18,25,10
3051336092,28,24,22,19
3051336101,29,26,29,28
3051423012,12,25,17,13
3051423022,18,29,22,21
3051423031,25,25,19,23
3051423041,14,14,24,13
3051423052,30,21,22,23
3051423062,22,14,15,23
3051423071,30,18,19,20
3051423081,19,19,29,30
3051423092,28,29,26,16
3051423101,17,17,24,19
3051426012,15,27,24,21
3051426022,19,23,27,11
3051426031,29,19,23,19
3051426041,23,21,23,22
3051426052,19,17,19,23
3051426062,13,17,25,20
3051426071,10,27,28,11
3051426081,15,22,28,12
3051426092,11,23,14,23
3051426101,16,20,22,23
3062483012,23,18,20,22
3062483022,21,23,20,23
3062483031,19,18,25,25
3062483041,21,20,22,22
3062483052,27,22,27,26
3062483062,20,22,28,26
3062483071,18,20,25,15
3062483081,21,22,21,26
3062483092,8,20,27,28
3062483101,21,22,22,21
3062486012,27,25,25,17
3062486022,29,22,30,17
3062486031,14,31,25,13
3062486041,30,28,30,25
3062486052,20,20,28,26
3062486062,27,28,26,26
3062486071,25,19,25,18
3062486081,21,31,30,7
3062486092,17,28,26,25
3062486101,30,30,28,7
3062493012,24,25,21,17
3062493022,22,28,20,23
3062493031,26,24,28,24
3062493041,20,14,22,19
3062493052,12,28,24,29
3062493062,18,19,16,22
3062493071,23,15,20,13
3062493081,18,29,13,16
3062493092,14,22,22,25
3062493101,18,17,16,19
3062496012,23,27,30,12
3062496022,30,31,26,27
3062496031,17,28,26,23
3062496041,17,26,24,24
3062496052,13,20,20,21
3062496062,21,23,29,18
3062496071,24,19,22,19
3062496081,18,18,18,17
3062496092,15,27,24,13
3062496101,31,32,32,28
3062503012,19,11,28,22
3062503022,18,19,23,21
3062503031,12,9,25,12
3062503041,19,20,17,16
3062503052,30,30,30,23
3062503062,23,18,23,26
3062503071,28,10,26,18
3062503081,15,22,19,25
3062503092,25,20,18,13
3062503101,23.5,16,21,15
3062506012,15,21,19,19
3062506022,28,27,14,27
3062506031,29,24,20,27
3062506041,19,22,28,9
3062506052,17,25,22,21
3062506062,19,26,27,8
3062506071,16,7,31,27
3062506081,28,23,23,27
3062506092,19,27,23,26
3062506101,11,8,21,18
3071233012,10,23,16,24
3071233022,24,11,23,9
3071233031,18,28,19,11
3071233041,12,24,25,18
3071233052,22,23,16,17
3071233062,27,22,21,19
3071233071,19,19,16,8
3071233081,20,24,23,13
3071233092,23,23,24,19
3071233101,7,24,23,10
3071236012,30,32,32,24
3071236022,24,26,26,18
3071236031,27,22,22,17
3071236041,24,21,27,19
3071236052,24,27,25,12
3071236062,20,27,26,26
3071236071,17,20,29,30
3071236081,16,15,26,27
3071236092,19,25,29,27
3071236101,27,26,25,29
3071463012,16,20,23,14
3071463022,2,26,25,23
3071463031,23,22,18,17
3071463041,22,25,27,14
3071463052,21,19,15,13
3071463062,20,18,18,20
3071463071,12,20,26,23
3071463081,22,15,25,26
3071463092,26,24,8,7
3071463101,23,17,22,21.5
3071466012,20,23,26,24
3071466022,25,22,24,28
3071466031,21,25,30,25
3071466041,20,19,21,23
3071466052,28,25,28,26
3071466062,30,21,20,28
3071466071,25,28,29,16
3071466081,18,22,22,26
3071466092,29,26,25,26
3071466101,11,15,13,20
3072473012,23,22,22,15
3072473022,20,23,21,22
3072473031,20,19,29,28
3072473041,18,27,17,14
3072473052,24,25,19,12
3072473062,22,23,21,12
3072473071,17,29,26,18
3072473081,29,20,24,14
3072473092,24,13,23,25
3072473101,24,19,23,28
3072476012,24,22,23,17
3072476022,29,27,22,15
3072476031,25,26,25,24
3072476041,23,27,27,26
3072476052,21,23,23,21
3072476062,24,25,26,21
3072476071,30,26,30,21
3072476081,30,26,27,23
3072476092,18,28,29,17
3072476101,27,13,12,15
3081073012,17,24,16,23
3081073022,26,23,16,28
3081073031,21,17,28,13
3081073041,20,24,27,23
3081073052,19,25,21,29
3081073062,20,16,24,25
3081073071,28,21,28,26
3081073081,30,26,28,30
3081073092,23,22,25,23
3081073101,27,25,25,28
3081076012,17,26,22,26
3081076022,23,21,21,20
3081076031,20,25,25,26
3081076041,28,30,27,28
3081076052,8,21,20,17
3081076062,10,23,20,13
3081076071,21,19,19,23
3081076081,23,25,19,19
3081076092,24,22,28,30
3081076101,18,18,23,15
3081223012,8,24,17,25
3081223022,29,25,26,21
3081223031,28,23,26,19
3081223041,25,23,26,18
3081223052,27,20,25,29
3081223062,26,21,31,30
3081223071,16,17,13,16
3081223081,21,21,9,30
3081223092,27,27,30,23
3081223101,17,15,20,13
3081226012,18,28,19,30
3081226022,25,30,27,16
3081226031,26,25,25,26
3081226041,22,18,15,27
3081226052,22,21,26,29
3081226062,11,23,24,12
3081226071,23,26,21,19
3081226081,23,21,24,15
3081226092,22,14,16,15
3081226101,19,19,20,15
3081273012,28,25,24,23
3081273022,21,22,21,17
3081273031,13,19,20,12
3081273041,14,20,27,15
3081273052,28,22,22,10
3081273062,18,22,28,23
3081273071,22,18,19,23
3081273081,13,19,20,15
3081273092,25,23,13,23
3081273101,16,20,19,19
3081276012,21,23,20,22
3081276022,25,28,24,29
3081276031,28,23,22,27
3081276041,15,28,19,18
3081276052,20,26,18,20
3081276062,19,24,19,23
3081276071,21,27,16,27
3081276081,20,23,19,23
3081276092,21,26,26,27
3081276101,22,27,15,26
3081323012,17,21,23,25
3081323022,20,26,21,19
3081323031,30,27,27,28
3081323041,25,22,29,18
3081323052,25,29,25,23
3081323062,14,19,15,27
3081323071,6,19,18,13
3081323081,25,25,21,24
3081323092,24,26,25,31
3081323101,24,14,24,25
3081326012,22,25,14,21
3081326022,21,27,23,27
3081326031,23,27,26,15
3081326041,25,16,21,21
3081326052,22,21,19,17
3081326062,22,24,17,24
3081326071,29,22,17,21
3081326081,15,23,29,18
3081326092,12,20,15,21
3081326101,24,22,21,28
3081403012,25,26,30,28
3081403022,19,23,28,20
3081403031,24,30,25,24
3081403041,32,26,29,20
3081403052,27,21,28,26
3081403062,19,23,22,27
3081403071,27,24,25,22
3081403081,23,21,22,26
3081403092,23,26,21,25
3081403101,14,20,19,20
3081406012,24,28,22,29
3081406022,22,21,23,23
3081406031,27,21,26,20
3081406041,7,19,27,17
3081406052,22,25,20,25
3081406062,22,23,23,26
3081406071,21,24,19,25
3081406081,20,27,21,24
3081406092,15,21,13,18
3081406101,23,22,24,22
3081413012,26,27,24,27
3081413022,23,20,30,26
3081413031,20,17,18,25
3081413041,21,24,15,26
3081413052,7,24,25,19
3081413062,25,25,20,26
3081413071,18,17,14,17
3081413081,20,28,19,24
3081413092,30,25,26,26
3081413101,26,22,19,23
3081416012,26,26,22,16
3081416022,22,23,27,18
3081416031,6,18,19,7
3081416041,15,18,24,21
3081416052,24,27,23,21
3081416062,24,28,23,28
3081416071,22,18,14,17
3081416081,18,23,25,12
3081416092,26,27,26,13
3081416101,18,24,24,21
3091153012,25,26,23,28
3091153022,29,28,23,16
3091153031,25,17,27,17
3091153041,28,18,28,20
3091153052,28,23,30,22
3091153062,30,13,27,15
3091153071,29,18,23,21
3091153081,21,19,18,14
3091153092,24,17,17,20
3091153101,24,17,12,22
3091156012,19,21,32,27
3091156022,9,22,32,18
3091156031,24,29,25,13
3091156041,26,14,24,16
3091156052,28,14,28,19
3091156062,28,29,15,18
3091156071,11,13,9,20
3091156081,29,25,27,17
3091156092,23,23,25,24
3091156101,8,21,18,12
3092163012,18,30,24,10
3092163022,16,22,16,14
3092163031,16,22,14,17
3092163041,19,28,26,29
3092163052,19,24,23,16
3092163062,21,13,22,23
3092163071,15,19,26,14
3092163081,18,21,21,12
3092163092,16,13,23,19
3092163101,18,28,24,26
3092166012,20,28,30,22
3092166022,23,25,29,24
3092166031,18.5,24,30,29
3092166041,22,27,26,27
3092166052,22,20,20,20
3092166062,22,25,22,19
3092166071,21,28,28,27
3092166081,21,30,26,27
3092166092,24,27,29,23
3092166101,29,27,28,27
3092263012,23,26,29,17
3092263022,29,27,27,29
3092263031,19,20,23,30
3092263041,32,26,29,27
3092263052,28,29,29,18
3092263062,19,29,27,22
3092263071,28,15,30,23
3092263081,17,26,23,22
3092263092,27,30,26,26
3092263101,23,20,24,26
3092266012,30,28,23,32
3092266022,32,26,31,32
3092266031,30,26,31,32
3092266041,30,25,32,32
3092266052,28,24,31,29
3092266062,30,22,22,32
3092266071,28,21,31,30
3092266081,32,20,32,31
3092266092,31,30,30,29
3092266101,11,26,30,32
3092373012,13,15,29,16
3092373022,20,21,16,18
3092373031,23,22,22,10
3092373041,22,24,15,29
3092373052,19,22,25,24
3092373062,19,22,23,16
3092373071,24,23,15,6
3092373081,20,16,14,14
3092373092,21,29,22,18
3092373101,25,28,17,26
3092376012,27,19,7,12
3092376022,26,25,16,19.5
3092376031,29,20,20,26
3092376041,21,17,19,22
3092376052,17,25,18,20
3092376062,23,27,21,17
3092376071,19,14,29,15
3092376081,26,30,29,23
3092376092,26,23,27,26
3092376101,26,21,26,11
3092383012,25,23,24,14
3092383022,12,28,23,13
3092383031,28,23,25,20
3092383041,23,31,21,19
3092383052,24,27,23,16
3092383062,25,22,26,16
3092383071,24,23,28,18
3092383081,27,28,27,21
3092383092,22,16,25,22
3092383101,19,20,27,20
3092386012,28,27,27,18
3092386022,27,12,25,18
3092386031,29,27,29,15
3092386041,32,23,28,16
3092386052,26,27,26,18
3092386062,23,24,27,14
3092386071,29,26,31,18
3092386081,23,30,31,15
3092386092,25,28,28,17
3092386101,26,23,28,16
3092433012,28,26,21,27
3092433022,27,30,23,30
3092433031,24,27,13,30
3092433041,27,17,15,21
3092433052,18,25,22,29
3092433062,17,21,19,25
3092433071,17,23,27,26
3092433081,28,26,27,31
3092433092,30,22,26,29
3092433101,18,19,24,26
3092436012,29,20,32,27
3092436022,28,19,25,25
3092436031,19,24,19,26
3092436041,23,23,27,26
3092436052,27,20,21,18
3092436062,23,23,28,23
3092436071,21,28,28,25
3092436081,26,16,16,28
3092436092,30,14,25,26
3092436101,32,29,16,28
3102043012,21,23,31,18
3102043022,29,13,25,22
3102043031,16,22,30,25
3102043041,21,31,31,21
3102043052,28,22,29,29
3102043062,28,25,30,21
3102043071,30,22,28,23
3102043081,11,12,32,12
3102043092,28,19,25,26
3102043101,22,24,25,17
3102046012,22,29,29,29
3102046022,29,20,19,25
3102046031,27,27,26,30
3102046041,19,13,19,17
3102046052,22,16,26,23
3102046062,20,20,23,27
3102046071,12,21,17,13
3102046081,24,11,24,23
3102046092,20,30,28,32
3102046101,24,22,21,26
3102053012,25,25,25,24
3102053022,21,13,21,18
3102053031,30,18,30,20
3102053041,26,17,20,21
3102053052,21,22,24,19
3102053062,12,17,17,14
3102053071,22,24,22,19
3102053081,7,21,19,18
3102053092,16,14,27,15
3102053101,28,29,24,16
3102056012,20,21,15,15
3102056022,24,21,21,27
3102056031,23,26,18,9
3102056041,18,15,26,26
3102056052,23,11,27,22
3102056062,19,30,15,8
3102056071,23,27,26,28
3102056081,27,18,18,26
3102056092,17,20,31,29
3102056101,14,12,18,15
3102173012,16,30,31,20
3102173022,30,30,29,28
3102173031,27,23,24,29
3102173041,22,24,23,15
3102173052,29,26,27,26
3102173062,27,27,27,29
3102173071,20,17,24,22
3102173081,29,27,18,14
3102173092,30,25,31,27
3102173101,27,18,20,26
3102176012,29,19,16,22
3102176022,24,28,30,29
3102176031,24,23,20,28
3102176041,13,25,25,25
3102176052,30,18,25,22
3102176062,26,25,27,22
3102176071,27,23,31,29
3102176081,19,16,14,20
3102176092,18,24,30,18
3102176101,23,25,28,26
3102183012,15,25,31,22
3102183022,19,26,25,27
3102183031,13,25,26,20
3102183041,15,28,26,21
3102183052,21,27,27,24
3102183062,28,29,28,23
3102183071,9,15,26,22
3102183081,13,19,21,18
3102183092,26,23,23,22
3102183101,31,23,30,21
3102186012,19,27,28,18
3102186022,31,24,26,25
3102186031,19,15,22,15
3102186041,12,14,30,20
3102186052,25,25,27,25
3102186062,30,18,27,27
3102186071,28,22,18,16
3102186081,14,19,25,16
3102186092,22,16,29,19
3102186101,26,28,26,21
3102203012,15,29,26,18
3102203022,25,18,25,26
3102203031,24,20,20,15
3102203041,21,20,19,19
3102203052,13,28,16,18
3102203062,21,20,28,21
3102203071,25,22,26,19
3102203081,21,26,21,15
3102203092,27,21,12,20
3102203101,20,18,19,17
3102206012,27,28,17,23
3102206022,18,16,18,23
3102206031,27,25,26,22
3102206041,13,18,24,15
3102206052,27,29,28,21
3102206062,26,30,28,14
3102206071,17,27,26,26
3102206081,21,28,31,11
3102206092,22,23,25,13
3102206101,7,25,21,10
3102213012,26,21,25,27
3102213022,28,23,23,25
3102213031,14,26,22,26
3102213041,15,24,26,19
3102213052,24,26,24,24
3102213062,19,31,26,23
3102213071,22,20,24,27
3102213081,24,25,20,29
3102213092,29,27,15,27
3102213101,19,18,21,14
3102216012,26,30,29,23
3102216022,23,13,20,28
3102216031,22,24,29,22
3102216041,15,19,21,16
3102216052,17,25,27,16
3102216062,23,24,20,28
3102216071,15,19,17,10
3102216081,15,23,23,7
3102216092,25,17,12,25
3102216101,28,25,21,12
3112033012,21,13,20,21
3112033022,12,19,29,21
3112033031,15,24,32,15
3112033041,25,22,24,17
3112033052,24,29,23,24
3112033062,27,27,24,25
3112033071,16,28,31,28
3112033081,18,13,15,26
3112033092,22,28,21,17
3112033101,27,24,23,30
3112036012,19,25,24,19
3112036022,27,14,16,18
3112036031,19,26,21,15
3112036041,23,26,23,22
3112036052,25,27,23,22
3112036062,23,26,18,23
3112036071,15,26,29,27
3112036081,26,30,20,24
3112036092,13,23,21,24
3112036101,25,23,16,27
3112093012,26,16,21,25
3112093022,24,18,23,19
3112093031,25,15,21,12
3112093041,15,13,26,12
3112093052,25,13,25,26
3112093062,13,16,23,9
3112093071,18,18,14,25
3112093081,22,28,29,24
3112093092,18,16,23,9
3112093101,24,16,25,17
3112096012,22,23,31,21
3112096022,23,22,24,21
3112096031,12,25,27,14
3112096041,24,14,29,22
3112096052,25,24,25,21
3112096062,10,25,30,26
3112096071,25,28,29,25
3112096081,29,24,23,14
3112096092,10,23,29,18
3112096101,26,27,21,24
3112103012,14,26,30,25
3112103022,19,25,24,27
3112103031,18,26,25,24
3112103041,11,17,27,13
3112103052,20,22,21,24
3112103062,22,21,23,27
3112103071,14,25,21,20
3112103081,25,26,22,31
3112103092,23,16,17,26
3112103101,27,23,13,27
3112106012,16,27,26,28
3112106022,27,25,18,26
3112106031,14,24,21,24
3112106041,31,14,19,22
3112106052,27,21,17,19
3112106062,23,21,31,19
3112106071,17,29,26,24
3112106081,16,25,24,20
3112106092,24,14,14,15
3112106101,17,20,15,19
3112113012,27,27,28,26
3112113022,22,27,27,23
3112113031,17,28,24,17
3112113041,24,23,24,30
3112113052,22,28,25,25
3112113062,17,23,16,24
3112113071,24,28,22,23
3112113081,22,28,23,26
3112113092,27,23,21,12
3112113101,26,21,25,14
3112116012,29,28,28,25
3112116022,31,24,31,20
3112116031,30,22,30,27
3112116041,30,26,30,26
3112116052,30,25,32,26
3112116062,31,26,31,20
3112116071,29,18,29,23
3112116081,30,29,29,25
3112116092,30,27,32,16
3112116101,28,29,30,23
3112123012,22,27,21,22
3112123022,16,28,27,29
3112123031,13,20,20,21
3112123041,10,23,16,23
3112123052,27,24,23,25
3112123062,18,24,27,26
3112123071,7,28,22,22
3112123081,7,20,24,20
3112123092,25,15,23,25
3112123101,21,21,14,23
3112126012,22,11,12,25
3112126022,3,14,24,14
3112126031,29,23,27,11
3112126041,19,19,16,23
3112126052,23,19,18,21
3112126062,21,12,15,18
3112126071,23,18,14,19
3112126081,24,25,29,21
3112126092,24,25,25,23
3112126101,27,27,28,21
3112343012,30,28,14,25
3112343022,30,30,30,28
3112343031,24,25,27,29
3112343041,29,27,26,30
3112343052,19,27,24,24
3112343062,26,29,15,23
3112343071,25,27,32,29
3112343081,23,30,26,24
3112343092,21,22,5,26
3112343101,23,29,30,25
3112346012,26,28,26,27
3112346022,22,27,24,30
3112346031,27,23,16,20
3112346041,29,23,28,26
3112346052,28,23,19,18
3112346062,13,23,13,18
3112346071,30,32,30,32
3112346081,16,17,15,16
